training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
training	Cleopatra funny entertaining seriously wanna fun s TV producers Xena quality guarantee Cleopatra different Xena female warriors formula brought future fight warriors gods dangerous robots dwell surface humans forced live underground seasons Cleopatra develop interesting funny underground world know main characters Cleopatra Jennifer Sky Hel Gina Torres Sarge Victoria Pratt different team work main actresses appeared previously Xena like regular guest cast known faces Hercules shows specially liked character played REDACTED Ephiny Xena different roles previously knew	16	warriors_2	fun_1	the_DET	character_NOUN	played_VERB	by_ADP	Ephiny_PROPN	in_ADP	Xena_PROPN	which_PRON
training	REDACTED act Kate Hudson act chick flic woman know knowingly sit forced unfunny film force boyfriend genuine stinker	18	act_1	woman_1	Empty	Empty	Empty	Empty	can_AUX	act_VERB	but_CCONJ	not_PART
training	Mathew McConaughey act REDACTED act chick flic woman know knowingly sit forced unfunny film force boyfriend genuine stinker	11	woman_1	film_1	but_CCONJ	not_PART	in_ADP	this_DET	can_AUX	act_VERB	but_CCONJ	not_PART
training	plot film different ways acknowledge acting REDACTED Claudette Colbert added quality drama present Black white films wanted particularly new generations present accepted goes step step acting Welles simply extraordinary way moves way talks argues film nearly normal end logic obviously tragic need materials like e violence good humanistic messages	12	step_2	way_2	acknowledge_VERB	that_SCONJ	acting_VERB	of_ADP	and_CCONJ	Claudette_PROPN	Colbert_PROPN	added_VERB
training	plot film different ways acknowledge acting Orson Welles REDACTED added quality drama present Black white films wanted particularly new generations present accepted goes step step acting Welles simply extraordinary way moves way talks argues film nearly normal end logic obviously tragic need materials like e violence good humanistic messages	17	step_2	way_2	of_ADP	Orson_PROPN	Welles_PROPN	and_CCONJ	added_VERB	another_DET	quality_NOUN	to_ADP
training	plot film different ways acknowledge acting Orson Welles Claudette Colbert added quality drama present Black white films wanted particularly new generations present accepted goes step step acting REDACTED simply extraordinary way moves way talks argues film nearly normal end logic obviously tragic need materials like e violence good humanistic messages	6	step_2	way_2	with_ADP	an_DET	acting_NOUN	of_ADP	simply_ADV	extraordinary_ADJ	the_DET	way_NOUN
training	trying recover extremely poor script average actors movie bomb started enticing quickly boring relatively unbelievable REDACTED X Men Sugar Spice high school student forced transfer new school small town living big city life Chicago Shortly arrival learns community plot surgically brain wash teens perfection deciding hero overshadowed moronic janitor played William Sadler Project X Demon Knight Shawshank Redemption saves day El Camino filled high pitch whistling rat traps numerous plot holes unexplained story lines movie quick cure insomnia	13	movie_2	school_2	boring_ADJ	and_CCONJ	relatively_ADV	unbelievable_ADJ	X_PROPN	Men_PROPN	Sugar_PROPN	and_CCONJ
training	trying recover extremely poor script average actors movie bomb started enticing quickly boring relatively unbelievable James Marsden X Men Sugar Spice high school student forced transfer new school small town living big city life Chicago Shortly arrival learns community plot surgically brain wash teens perfection deciding hero overshadowed moronic janitor played REDACTED Project X Demon Knight Shawshank Redemption saves day El Camino filled high pitch whistling rat traps numerous plot holes unexplained story lines movie quick cure insomnia	14	movie_2	school_2	moronic_ADJ	janitor_NOUN	played_VERB	by_ADP	Project_PROPN	X_PROPN	Demon_PROPN	Knight_PROPN
training	suffering post traumatic stress syndrome movie horrible boring unrealistic acting dreadful best movie end credits signaled end torture Watching REDACTED play nice guy moves death heart gold wearing welcome hear want fight time scream frustration potential picking wrong scripts things movie nitpick typing days worst Gruner blatantly plugging line athletic gear gratuitous nudity requisite nosy reporter bad guy wearing black Skip suffer like	6	movie_3	end_2	of_ADP	my_PRON	torture_NOUN	Watching_VERB	play_VERB	the_DET	nice_ADJ	guy_NOUN
training	dislike kung fu movie plays laughs main reason stand REDACTED lookalikes clown add Young Auntie slapstick martial arts worst kind perfect example subgenre brought mud endless silly antics childish behavior year old understand find kind film funny humor subjective thing Personally think type approach permanent damage beloved subgenre think leading lady Kara Hui good hard time sitting enjoy fine performance mind silliness enjoy know	11	kind_2	subgenre_2	I_PRON	ca_AUX	not_PART	stand_VERB	or_CCONJ	his_PRON	lookalikes_NOUN	He_PRON
training	absolutely loved movie REDACTED fan expecting comedic situations actually got nice role depth emotion portrayal talent agent Sammy brilliantly performed uniquely addition Gheorghe Muresan Maximus superb film role Sammy goes Romania visit client location world turned upside expected accidentally find person change life Sammy Maxs journey unique moving humorous times Plus location Czech Republic parts film shot absolutely beautiful dramatic comedy feeling variety emotions thought excellent recommend	13	role_2	film_2	this_DET	movie_NOUN	As_ADP	a_DET	fan_NOUN	I_PRON	must_AUX	say_VERB
validation	Dreadfully bad acting poor draws attention going film matters quality film grainy times blurry Diod making film know focus camera amateurishly clearly evident director REDACTED idea film camera work like child script laughable bad certainly rank worst film s lack effort capture time period early s painfully obvious excellent example film class film	13	film_7	camera_2	is_AUX	clearly_ADV	evident_ADJ	director_NOUN	has_VERB	no_DET	idea_NOUN	how_SCONJ
validation	suffering post traumatic stress syndrome movie horrible boring unrealistic acting dreadful best movie end credits signaled end torture Watching Gruner play nice guy moves death heart gold wearing welcome hear want fight time scream frustration potential picking wrong scripts things movie nitpick typing days worst REDACTED blatantly plugging line athletic gear gratuitous nudity requisite nosy reporter bad guy wearing black Skip suffer like	6	movie_3	end_2	The_DET	worst_ADJ	would_AUX	be_AUX	blatantly_ADV	plugging_VERB	his_PRON	own_ADJ
validation	movie went straight video right mind choose REDACTED Paul Rudd director shirts movie poor excuse film making tries mainly funny aimed adults ending comes makes Paul Rudds character like antagonist wife jacking vibrator sleeping guy walks thing woman going orgasm sticking pager inside funny bad ripoff Absolutely Fabulous passes adult comedies Hollywood wonder Indie films getting awards	12	movie_1	video_1	right_ADJ	mind_NOUN	would_AUX	choose_VERB	over_ADP	Paul_PROPN	Rudd_PROPN	Did_AUX
validation	movie went straight video right mind choose Danny DeVito REDACTED director shirts movie poor excuse film making tries mainly funny aimed adults ending comes makes Paul Rudds character like antagonist wife jacking vibrator sleeping guy walks thing woman going orgasm sticking pager inside funny bad ripoff Absolutely Fabulous passes adult comedies Hollywood wonder Indie films getting awards	9	movie_1	video_1	choose_VERB	Danny_PROPN	DeVito_PROPN	over_ADP	Did_AUX	the_DET	director_NOUN	see_VERB
validation	movie went straight video right mind choose Danny DeVito Paul Rudd director shirts movie poor excuse film making tries mainly funny aimed adults ending comes makes REDACTED character like antagonist wife jacking vibrator sleeping guy walks thing woman going orgasm sticking pager inside funny bad ripoff Absolutely Fabulous passes adult comedies Hollywood wonder Indie films getting awards	11	movie_1	video_1	of_ADP	nowhere_ADV	and_CCONJ	makes_VERB	character_NOUN	seem_VERB	like_ADP	the_DET
validation	film terrible honest acting story cop commenting REDACTED portrayal bitch great best actually m U K maybe s familiar face nt think s tried hard bitch gives mediocre performance cheering o k special D V D cover yes know like says like group rising coming new stars stars vaguely remember watching Faune Chambers Epic Movie flop eyes acting shocking LOVE Bring series actually prefer straight DVD films original opinion like LOVE bring WORTH PLACE FAVES	13	bitch_2	D_2	Everyone_PRON	is_AUX	commenting_VERB	on_ADP	portrayal_NOUN	of_ADP	the_DET	bitch_NOUN
validation	teaming REDACTED Short mix special chemistry required work premise great idea forced time silly grin Short kept film charactor dumber suppose Maybe looking clever witty	6	mix_1	chemistry_1	Empty	the_DET	teaming_NOUN	of_ADP	and_CCONJ	Short_PROPN	did_AUX	not_PART
validation	teaming Glover REDACTED mix special chemistry required work premise great idea forced time silly grin Short kept film charactor dumber suppose Maybe looking clever witty	5	mix_1	chemistry_1	teaming_NOUN	of_ADP	Glover_PROPN	and_CCONJ	did_AUX	not_PART	mix_VERB	There_PRON
validation	Central Airport story pilot named Jim REDACTED bad flight hours forced commercial flying meets beautiful girl named Jill Sally Eilers start act involving flying stunts start relationship Jim hurt brother Tom Brown takes act falls brothers girlfriend things exciting terribly terribly sad film pre code reasons Jim Jill consummated relationship married intention having wedding Second Eilers shown underwear absolutely restricted scene Production Code came effect film skimp dramatic love triangle consequence ends bittersweetly	19	act_2	relationship_2	a_DET	pilot_NOUN	named_VERB	Jim_PROPN	who_PRON	has_VERB	one_NUM	bad_ADJ
validation	Central Airport story pilot named Jim Richard Barthelmess bad flight hours forced commercial flying meets beautiful girl named Jill REDACTED start act involving flying stunts start relationship Jim hurt brother Tom Brown takes act falls brothers girlfriend things exciting terribly terribly sad film pre code reasons Jim Jill consummated relationship married intention having wedding Second Eilers shown underwear absolutely restricted scene Production Code came effect film skimp dramatic love triangle consequence ends bittersweetly	12	act_2	relationship_2	beautiful_ADJ	girl_NOUN	named_VERB	Jill_PROPN	and_CCONJ	the_DET	two_NUM	start_VERB
validation	Central Airport story pilot named Jim Richard Barthelmess bad flight hours forced commercial flying meets beautiful girl named Jill Sally Eilers start act involving flying stunts start relationship Jim hurt brother REDACTED takes act falls brothers girlfriend things exciting terribly terribly sad film pre code reasons Jim Jill consummated relationship married intention having wedding Second Eilers shown underwear absolutely restricted scene Production Code came effect film skimp dramatic love triangle consequence ends bittersweetly	9	act_2	relationship_2	is_AUX	hurt_VERB	his_PRON	brother_NOUN	takes_VERB	over_ADP	the_DET	act_NOUN
validation	Central Airport story pilot named Jim Richard Barthelmess bad flight hours forced commercial flying meets beautiful girl named Jill Sally Eilers start act involving flying stunts start relationship Jim hurt brother Tom Brown takes act falls brothers girlfriend things exciting terribly terribly sad film pre code reasons Jim Jill consummated relationship married intention having wedding Second REDACTED shown underwear absolutely restricted scene Production Code came effect film skimp dramatic love triangle consequence ends bittersweetly	6	act_2	relationship_2	having_VERB	a_DET	wedding_NOUN	Second_ADJ	is_AUX	shown_VERB	in_ADP	her_PRON
validation	REDACTED best movie date watch movie times laugh better Tommy Boy Sandler downhill Waterboy dumb compared Goddamn hate Bob Barker Classic	9	movie_2	date_1	Empty	Empty	Empty	is_AUX	best_ADJ	movie_NOUN	to_ADP	date_NOUN
validation	Sandlers best movie date watch movie times laugh better Tommy Boy Sandler downhill Waterboy dumb compared Goddamn hate REDACTED Classic	10	movie_2	Sandlers_1	Goddamn_INTJ	I_PRON	hate_VERB	that_PRON	Classic_PROPN	Empty	Empty	Empty
validation	come great movie know people mean acting bad REDACTED Gilbert Gottfried Jason Alexander Dan Castellaneta Jim Cummings great jobs songs great hate Iago good guy great movie like Aladdin cares judge Aladdin care animation good tell going stop complaining realize great movie parts rushed parts pointless better King Thieves animation gets worse Return Jafar great movie Aladdin fans	16	movie_4	animation_2	the_DET	acting_NOUN	was_AUX	bad_ADJ	Gilbert_PROPN	Gottfried_PROPN	Jason_PROPN	Alexander_PROPN
validation	come great movie know people mean acting bad Jonathon Freeman REDACTED Jason Alexander Dan Castellaneta Jim Cummings great jobs songs great hate Iago good guy great movie like Aladdin cares judge Aladdin care animation good tell going stop complaining realize great movie parts rushed parts pointless better King Thieves animation gets worse Return Jafar great movie Aladdin fans	17	movie_4	animation_2	was_AUX	bad_ADJ	Jonathon_PROPN	Freeman_PROPN	Jason_PROPN	Alexander_PROPN	Dan_PROPN	Castellaneta_PROPN
validation	come great movie know people mean acting bad Jonathon Freeman Gilbert Gottfried REDACTED Dan Castellaneta Jim Cummings great jobs songs great hate Iago good guy great movie like Aladdin cares judge Aladdin care animation good tell going stop complaining realize great movie parts rushed parts pointless better King Thieves animation gets worse Return Jafar great movie Aladdin fans	15	movie_4	animation_2	Jonathon_PROPN	Freeman_PROPN	Gilbert_PROPN	Gottfried_PROPN	Dan_PROPN	Castellaneta_PROPN	and_CCONJ	even_ADV
validation	come great movie know people mean acting bad Jonathon Freeman Gilbert Gottfried Jason Alexander REDACTED Jim Cummings great jobs songs great hate Iago good guy great movie like Aladdin cares judge Aladdin care animation good tell going stop complaining realize great movie parts rushed parts pointless better King Thieves animation gets worse Return Jafar great movie Aladdin fans	16	movie_4	animation_2	Gilbert_PROPN	Gottfried_PROPN	Jason_PROPN	Alexander_PROPN	and_CCONJ	even_ADV	Jim_PROPN	Cummings_PROPN
